Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20100250,17954,2010,1/11/2010 9:40,32147,MARATHON PIPE LINE LLC,"CREAL SPRINGS-MARTINSVILLE 26""-10"" PRODUCTS",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CREAL SPRINGS,WILLIAMSON,IL,"37,644,112","-88,877,277",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.83,0,0.83,0,NO,NO,NO,,,0,,,,,,,,,,,,,1500,90,0,400,0,0,1990
20100246,15612,2010,1/11/2010 14:55,32109,ONEOK NGL PIPELINE LP,STERLING 1 INDEX 10177,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,WHITEWRIGHT,FANNIN,TX,"3,354,657","-9,636,906",CORROSION,EXTERNAL,241,0,0,241,NO,NO,YES,1/11/2010 16:25,6/11/2010 9:30,0,,,,,,,,,,,,,244000,6358,0,0,0,0,250358
20100270,17410,2010,2/11/2010 2:20,22610,"MAGELLAN PIPELINE COMPANY, LP",EAST HOUSTON TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,HOUSTON,HARRIS,TX,"294,745","-951,642",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0,0.12,0,NO,NO,,,,,,,,,,,,,,,,,0,0,0,4000,0,0,4000
20100249,18417,2010,2/11/2010 9:00,2552,COLONIAL PIPELINE CO,HEBERT STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BEAUMONT,JEFFERSON,TX,"29,975","-94,056",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.57,0,3.57,0,NO,NO,,,,,,,,,,,,,,,,,10000,350,0,24650,0,0,35000
20100251,18418,2010,3/11/2010 11:00,2552,COLONIAL PIPELINE CO,NORTH PORT ARTHUR STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PORT ARTHUR,JEFFERSON,TX,"2,990,801","-9,401,201",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.36,0,3.36,0,NO,NO,,,,,,,,,,,,,,,,,15670,330,0,5000,0,0,21000
20100268,15838,2010,4/11/2010 12:10,18092,"SFPP, LP",LS 108,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,POMONA,LOS ANGELES,CA,"34,058,206","-117,763,553",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.5,,2.5,0,NO,NO,YES,4/11/2010 12:15,4/11/2010 17:43,0,,,,,,,,,,,,,550,292,0,31813,32309,0,64964
20100305,15465,2010,4/11/2010 14:00,300,"PLAINS PIPELINE, L.P.",FOSTER GATHERING,ONSHORE,UNDERGROUND,CRUDE OIL,,,ODESSA,ECTOR,TX,"318,768,505","-1,024,564,661",CORROSION,EXTERNAL,0.5,0,0.5,0,NO,NO,YES,4/11/2010 15:15,4/11/2010 16:00,,,,,,,,,,,,,,5000,40,0,2500,1000,0,8540
20100245,15376,2010,5/11/2010 8:00,32109,ONEOK NGL PIPELINE LP,10026/CRINER STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,PURCELL,MCCLAIN,OK,"3,494,418","-9,747,736",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.53,0,0,3.53,NO,NO,NO,,,0,,,,,,,,,,,,,10,149,,,,,159
20100278,18464,2010,6/11/2010 11:00,30829,ENTERPRISE CRUDE PIPELINE LLC,C-18,ONSHORE,UNDERGROUND,CRUDE OIL,,,CHICO,WISE,TX,"3,331,354","-9,786,774",CORROSION,EXTERNAL,20,,10,10,NO,NO,NO,,,,,,,,,,,,,,,,25000,500,0,0,39600,0,65100
20100281,18055,2010,8/11/2010 2:45,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ARGO TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,ARGO,,IL,"417,678","-8,782,972",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1,0,1,0,NO,NO,NO,,,,,,,,,,,,,,,,0,100,0,160,1500,0,1760
20100276,18419,2010,8/11/2010 11:15,2552,COLONIAL PIPELINE CO,COLONIAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CROSBY,,TX,"2,985,836","-9,497,929",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.48,0,0.36,0.12,NO,NO,NO,,,,,,,,,,,,,,,,49955,45,0,0,0,30000,80000
20100288,19282,2010,9/11/2010 7:19,31476,SEMGROUP LP,"CUNNINGHAM 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,HAVEN,RENO COUNTY,KS,"3,789,533","-9,788,435",CORROSION,INTERNAL,95,0,90,5,NO,NO,YES,9/11/2010 7:22,9/11/2010 9:03,0,,,,,,,,,,,,,10000,450,26500,5000,50000,0,91950
20100274,17495,2010,9/11/2010 8:45,31174,"SHELL PIPELINE CO., L.P.",CARSON DISTRIBUTION FACILITY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CARSON,LOS ANGELES,CA,"337,963","-1,182,347",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,17,0,12,5,NO,NO,NO,,,0,,,,,,,,,,,,,0,530,0,3000,1000,4000,8530
20100280,17506,2010,10/11/2010 7:45,30829,ENTERPRISE CRUDE PIPELINE LLC,HEALDTON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HEALDTON,CARTER,OK,"3,424,278","-9,749,972",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2,0,0,2,NO,NO,NO,,,0,,,,,,,,,,,,,700,0,0,0,3000,0,3700
20100293,18571,2010,11/11/2010 9:15,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",FLOODWOOD STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,FLOODWOOD,ST. LOUIS,MN,"4,693,944","-9,293,861",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.36,0,0.36,0,NO,NO,NO,,,,,,,,,,,,,,,,1000,0,0,5000,25000,0,31000
20100258,16106,2010,11/11/2010 13:00,31610,BP WEST COAST PRODUCTS L.L.C.,LINE E-31A,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,SIGNAL HILL,LOS ANGELES,CA,"33,811,699","-118,180,656",EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,120,0,41,79,NO,NO,NO,,,0,,,,,,,,,,,,,250000,15000,0,230000,270000,0,765000
20100290,15722,2010,12/11/2010 9:48,22610,"MAGELLAN PIPELINE COMPANY, LP","#6-12"" ROSEMOUNT TO WILLMAR LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,SAVAGE,SCOTT,MN,"4,477,328","-9,335,844",MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",48,0,48,0,NO,NO,,,,,,,,,,,,,,,,,33000,500,0,100000,260000,0,393500
20100285,17698,2010,12/11/2010 15:00,18718,SUNOCO PIPELINE L.P.,ENID STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ENID,GARFIELD,OK,"3,641,936","-9,784,852",INCORRECT OPERATION,INCORRECT VALVE POSITION,0.48,0,0,0.48,NO,NO,YES,12/11/2010 15:00,12/11/2010 19:47,0,,,,,,,,,,,,,5035,40,0,2293,0,0,7368
20100279,17472,2010,11/15/2010 8:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,HEALDTON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HEALDTON,CARTER,OK,"3,424,278","-9,749,972",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,15,,10,5,NO,NO,NO,,,,,,,,,,,,,,,,1500,0,500,0,45000,0,47000
20100304,18139,2010,11/15/2010 8:35 AM,9175,JAYHAWK PIPELINE LLC,COLDWATER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,COLDWATER ,KIOWA,KS,"37,414,383","-99,320,819",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2,0,2,0,NO,NO,YES,11/15/2010 8:36,11/15/2010 12:45,0,,,,,,,,,,,,,0,0,0,300,0,0,300
20100299,18173,2010,11/15/2010 6:20 PM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",WEST LEG ANHYDROUS AMMONIA SYSTEM,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,EARLY,SAC,IA,"425,325","-951,332",MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.62,0,0,8.62,NO,NO,YES,11/15/2010 18:20,11/17/2010 15:00,0,,,,,,,,,,,,,25000,650,500,10000,31281,0,67431
20100282,15521,2010,11/15/2010 6:51 PM,18718,SUNOCO PIPELINE L.P.,DIBOLL STATION,ONSHORE,TRANSITION AREA,CRUDE OIL,,,DIBOLL,ANGELINE,TX,"311,591","-946,759",INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,15,0,10,5,NO,NO,NO,,,,,,,,,,,,,,,,8875,405,0,5589,4565,0,19434
20100248,17478,2010,11/16/2010 1:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,FREEPORT TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,FREEPORT,BRAZORIA,TX,"289,351","-953,198",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.71,0,0,0.71,NO,NO,,,,,,,,,,,,,,,,,500,0,0,0,0,28685,29185
20110094,17593,2010,11/16/2010 1:40 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,MAPCO HOBBS JCT TO MAPCO HOBS STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,SEMINOLE,GAINES,TX,"3,275,732","-10,290,678",EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,25,0,0,25,NO,NO,YES,,,,,,,,,,,,,,,,20000,20000,0,5000,0,0,45000
20100287,17283,2010,11/16/2010 4:46 PM,31174,"SHELL PIPELINE CO., L.P.",ERATH TO EAST HOUSTON CRUDE,ONSHORE,UNDERGROUND,CRUDE OIL,,,VINTON,CALCASIEU,LA,"3,006,066","-9,355,077",CORROSION,EXTERNAL,1030,,495,535,NO,NO,YES,11/16/2010 16:46,11/23/2010 9:17,,,,,,,,,,,,,,375000,40000,25000,524000,25000,0,989000
20100289,18420,2010,11/18/2010 8:00 AM,2552,COLONIAL PIPELINE CO,MOUNDVILLE STATION,ONSHORE,TRANSITION AREA,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,MOUNDVILLE,HALE,AL,"3,297,722","-8,765,444",CORROSION,EXTERNAL,0.24,0,0.24,0,NO,NO,,,,,,,,,,,,,,,,,1000,50,0,12200,0,0,13250
20100294,16186,2010,11/20/2010 1:15 AM,18718,SUNOCO PIPELINE L.P.,"AMDEL 10""",ONSHORE,UNDERGROUND,CRUDE OIL,,,NEW WAVERLY,WALKER,TX,"305,572","-955,842",MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",100,0,0,100,NO,NO,YES,11/20/2010 1:15,1/11/2011 9:45,0,,,,,,,,,,,,,82987,8500,0,212385,134188,0,438060
20100301,18056,2010,11/20/2010 8:30 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL IN PLANT COLONIAL CONNECTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CARTERET,MIDDLESEX,NJ,"4,058,925","-7,421,709",INCORRECT OPERATION,INCORRECT VALVE POSITION,4,0,2,2,NO,NO,YES,11/20/2010 8:55,11/20/2010 11:30,,,,,,,,,,,,,,0,200,0,5500,6000,0,11700
20100267,18137,2010,11/22/2010 9:00 AM,9175,JAYHAWK PIPELINE LLC,SUBLETEE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SUBLETTE,HASKELL,KS,"374,175","-1,007,953",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.35,0,0.19,0.16,NO,NO,NO,,,0,,,,,,,,,,,,,350,25,0,180,500,0,1055
20100272,17464,2010,11/22/2010 2:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,WITHERS STATION TO WEST COLUMBIA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,WEST COLUMBIA,BRAZORIA,TX,"291,452","-9,568,005",MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,10,,8,2,NO,NO,,,,,,,,,,,,,,,,,11500,0,0,0,0,6500,18000
20100309,17396,2010,11/23/2010 6:00 AM,2731,CHEVRON PIPE LINE CO,SIGNA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,TAFT,,CA,"35,119,174","-119,378,251",CORROSION,INTERNAL,0.76,0,0.76,0,NO,NO,YES,11/23/2010 6:00,12/23/2010 0:00,0,,,,,,,,,,,,,5000,65,0,0,0,0,5065
20100308,18178,2010,11/23/2010 12:09 PM,31720,KINDER MORGAN PIPELINES (USA) INC,EXPRESS PIPELINE FISH CREEK STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,,MT,"462,199","-109,437",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,90,,90,0,NO,NO,YES,11/23/2010 12:09,11/24/2010 19:59,0,,,,,,,,,,,,,110000,7500,0,20000,50000,0,187500
20100306,17742,2010,11/23/2010 4:35 PM,3445,DIXIE PIPELINE,DIXIE PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MONT BELVIEU,CHAMBERS,TX,"2,984,931","-9,489,759",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3,0,0,3,NO,NO,,,,0,,,,,,,,,,,,,1000,270,0,0,0,0,1270
20100296,18421,2010,11/24/2010 6:15 AM,2552,COLONIAL PIPELINE CO,,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,,,SC,"3,455,261","-8,248,781",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.48,0,1.48,0,NO,NO,,,,,,,,,,,,,,,,,2500,137,0,0,0,450,3087
20100314,18488,2010,11/27/2010 9:30 AM,2731,CHEVRON PIPE LINE CO,31X FACILITY,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MCKITTRICK,KERN,CA,"35,383,359","-119,742,552",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.54,0,0.54,0,NO,NO,,,,,,,,,,,,,,,,,5000,0,0,0,0,0,5000
20100312,15808,2010,11/27/2010 3:00 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,MILLERSBURG,IOWA,IA,"4,160,865","-9,213,573",MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.3,0,0,2.3,NO,NO,YES,11/27/2010 15:15,2/12/2010 8:00,0,,,,,,,,,,,,,27700,160,0,0,3150,0,31010
20100297,18422,2010,11/28/2010 7:20 AM,2552,COLONIAL PIPELINE CO,LINDEN JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,AVENEL,MIDDLESEX,NJ,"4,057,083","-7,425,333",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.43,0,0.43,0,NO,NO,,,,,,,,,,,,,,,,,140,60,0,19800,0,0,20000
20100269,18929,2010,11/28/2010 10:00 AM,31610,BP WEST COAST PRODUCTS L.L.C.,EAST HYNES,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LONG BEACH,LOS ANGELES,CA,"33,863,186","-118,163,396",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.24,0,0.24,0,NO,NO,YES,11/28/2010 10:00,11/30/2010 12:00,0,,,,,,,,,,,,,1000,0,0,1000,0,0,2000
20100310,17827,2010,11/29/2010 3:10 AM,31555,KINDER MORGAN CO2 CO. LP,KATZ METER STATION,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),,,KNOX CITY,STONEWALL,TX,"3,338,649","-10,001,332",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,26,0,0,26,NO,NO,NO,,,0,,,,,,,,,,,,,204,14,0,200,0,0,418
20100295,17407,2010,11/29/2010 10:00 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",CRANE STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CRANE,CRANE,TX,"31,427,166","-10,237,033",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.24,0,0.24,0,NO,NO,,,,0,,,,,,,,,,,,,80,30,0,800,700,500,2110
20100275,17617,2010,11/30/2010 6:08 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,EL DORADO TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,EL DORADO,UNION,AR,"3,325,417","-9,261,944",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,10,,10,0,NO,NO,YES,11/30/2010 18:08,11/30/2010 22:35,,,,,,,,,,,,,,2500,0,0,0,8000,0,10500
20100307,18570,2010,1/12/2010 9:00,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 5,ONSHORE,ABOVEGROUND,CRUDE OIL,,,NORTH BRANCH,LAPEER,MI,"4,326,707","-8,325,139",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,0,0.24,0,NO,NO,NO,,,0,,,,,,,,,,,,,50,0,0,0,10000,0,10050
20100271,16319,2010,1/12/2010 16:00,32109,ONEOK NGL PIPELINE LP,10484/MB1 ARBUCKLE DELIVERY,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MONT BELVIEU,CHAMBERS,TX,"2,985,635","-9,490,781",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,83,579,0,83,NO,NO,YES,1/12/2010 16:01,2/12/2010 13:30,0,,,,,,,,,,,,,55000,30862,0,25000,0,18000,128862
20100317,17187,2010,1/12/2010 17:00,2731,CHEVRON PIPE LINE CO,RED BUTTE BLOCK VALVE SITE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SALT LAKE CITY,SALT LAKE,UT,"40,766,643","-111,827,358",INCORRECT OPERATION,OTHER INCORRECT OPERATION,500,0,250,250,NO,NO,YES,1/12/2010 20:30,1/2/2011 20:30,0,,,,,,,,,,,,,276656,1092448,0,7766523,5275771,6422527,20833925
20100315,22011,2010,2/12/2010 19:15,1845,"BUCKEYE PARTNERS, LP",SAUGET TO DUPO 162 LINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,NEW DOUGLAS,MADISON,IL,"3,894,905","-8,975,185",OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,500,0,10.3,489.7,NO,NO,YES,2/12/2010 19:50,9/12/2010 22:10,0,,,,,,,,,,,,,188580,50000,0,666080,3804906,0,4709566
20100283,17878,2010,3/12/2010 16:27,31684,CONOCOPHILLIPS,,ONSHORE,UNDERGROUND,CRUDE OIL,,,WICHITA FALLS,WICHITA,TX,"33,936,233","-98,496,906",CORROSION,INTERNAL,0.83,,0.83,0,NO,NO,NO,,,,,,,,,,,,,,,,12000,75,0,1800,2800,0,16675
20100316,18092,2010,4/12/2010 10:30,18718,SUNOCO PIPELINE L.P.,"KILGORE 10""",ONSHORE,UNDERGROUND,CRUDE OIL,,,LIVINGSTON,POLK,TX,"3,081,167","-9,476,787",CORROSION,INTERNAL,75,0,30,45,NO,NO,YES,4/12/2010 10:40,4/12/2010 21:00,0,,,,,,,,,,,,,21778,3825,0,28546,101191,0,155340
20110068,17817,2010,5/12/2010 6:40,300,"PLAINS PIPELINE, L.P.",CHINA GROVE TANK FACILITY,ONSHORE,UNDERGROUND,CRUDE OIL,,,HERMLEIGH,SCURRY,TX,"32,532,127","-100,842,157",CORROSION,INTERNAL,6,,6,0,NO,NO,YES,5/12/2010 6:40,5/12/2010 8:00,,,,,,,,,,,,,,7500,500,0,3500,10000,0,21500
20100313,15481,2010,5/12/2010 13:00,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,NORTH ENGLISH,IOWA,IA,"4,151,718","-9,200,372",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.98,0,0,0.98,NO,NO,YES,5/12/2010 13:15,7/12/2010 11:00,0,,,,,,,,,,,,,0,66,0,0,1800,0,1866
20110003,17409,2010,5/12/2010 20:30,22610,"MAGELLAN PIPELINE COMPANY, LP",KANSAS CITY STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,KANSAS CITY,WYANDOTTE,KS,"3,913,805","-946,025",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.6,0,0.6,0,NO,NO,YES,5/12/2010 20:30,6/12/2010 0:30,,,,,,,,,,,,,,300,75,0,0,0,0,375
20100303,17378,2010,6/12/2010 5:15,22610,"MAGELLAN PIPELINE COMPANY, LP",WEST TULSA TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,TULSA,TULSA,OK,"361,326,083","-96,029,061",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.19,0,0.19,0,NO,NO,,,,,,,,,,,,,,,,,0,30,0,500,0,0,530
20110002,18408,2010,6/12/2010 7:30,2552,COLONIAL PIPELINE CO,DORSEY JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,WOODBINE,CARROLL,MD,"3,936,139","-7,703,778",INCORRECT OPERATION,INCORRECT VALVE POSITION,1.17,0,1,0.17,NO,NO,,,,,,,,,,,,,,,,,2500,150,0,7745,0,0,10395
20110004,18900,2010,6/12/2010 12:07,1845,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,LINDEN,UNION,NJ,"4,061,145","-7,423,725",CORROSION,INTERNAL,3.78,,3.78,0,NO,NO,NO,,,,,,,,,,,,,,,,13500,0,0,35100,19000,0,67600
20110266,15959,2010,6/12/2010 13:00,26303,UNOCAL PIPELINE CO - EASTERN REGION,VAN GATHERING ,ONSHORE,UNDERGROUND,CRUDE OIL,,,VAN,VAN ZANDT,TX,"32,540,604","-95,701,173",CORROSION,EXTERNAL,3,0,3,0,NO,NO,YES,6/12/2010 13:15,,0,,,,,,,,,,,,,15000,0,0,200000,35000,0,250000
20100300,17646,2010,6/12/2010 23:29,31618,ENTERPRISE PRODUCTS OPERATING LLC,GAINES PUMP STATION- ROCKY MOUNTAIN SYSTEM,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,SEMINOLE,GAINES,TX,"32,775,943","-102,959,437",MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,1,1.6,0,1,NO,NO,YES,6/12/2010 23:29,12/14/2010 8:00,0,,,,,,,,,,,,,1000,50,0,0,0,0,1050
20110007,17413,2010,7/12/2010 9:35,22610,"MAGELLAN PIPELINE COMPANY, LP",FARGO TANK FARM,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,FARGO,CASS,ND,"46,877,218","-96,879,506",NATURAL FORCE DAMAGE,TEMPERATURE,1.42,0,1,0.42,NO,NO,,,,,,,,,,,,,,,,,1000,200,0,2000,2500,0,5700
